Pair,Type,Start,End,NetPL,MaxDD,TotalVolume,CostAdjPL,NumTxn,RefEx,Param
ETHUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-9.90,9.93,40.1874,-5.06,461,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
ETHUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,0.86,0.93,2.0500,1.10,24,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
ETHUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-6.40,6.40,29.7506,-2.81,340,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
ETHUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,0.43,0.08,1.0680,0.56,12,BINANCE,"{""pbfactor"":0.8,""widener"":20.5}"
ETHUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-2.19,2.19,9.2694,-1.07,106,FCOIN,"{""pbfactor"":0.8,""widener"":20.5}"
ETHUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,0.00,0.00,0.0890,0.01,1,BINANCE,"{""pbfactor"":0.8,""widener"":25.5}"
,,,,,,,,,,
BTCUSDT,REAL,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-6.58,7.81,0.5800,-4.33,194,,
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-10.57,11.43,1.1855,-5.97,400,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-10.50,11.65,2.9376,0.90,982,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-8.45,9.00,0.6535,-5.91,220,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-10.90,11.56,2.7030,-0.42,901,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-4.32,4.77,0.3250,-3.06,109,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-10.02,10.22,2.4060,-0.68,802,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-1.65,2.45,0.1870,-0.93,63,BINANCE,"{""pbfactor"":0.8,""widener"":10.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,-7.62,7.62,1.7655,-0.77,590,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
BTCUSDT,SIM,2019-06-09T00:00:00+08:00,2019-06-10T00:00:00+08:00,0.18,0.00,0.0150,0.24,5,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
,,,,,,,,,,
ADAUSDT,REAL,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,1.01,0.33,4264.0000,1.19,41,,
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.36,0.88,4384.3615,-0.18,46,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-2.89,3.30,27646.7501,-1.74,264,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.62,0.17,1364.9818,0.67,15,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.97,1.18,17577.5301,-0.23,166,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.00,0.00,210.3039,0.01,2,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.54,0.96,10954.9507,-0.08,102,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.04,0.79,8106.8132,0.30,76,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.44,0.37,4070.0000,0.61,37,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.76,0.21,2540.0000,0.87,25,FCOIN,"{""pbfactor"":0.8,""widener"":20.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.31,0.12,1583.3043,0.37,15,FCOIN,"{""pbfactor"":0.8,""widener"":25.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.61,0.08,990.0000,0.65,9,FCOIN,"{""pbfactor"":0.8,""widener"":30.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.63,0.09,764.5002,0.66,7,FCOIN,"{""pbfactor"":0.8,""widener"":35.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.34,0.00,231.3478,0.35,3,FCOIN,"{""pbfactor"":0.8,""widener"":40.5}"
ADAUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.00,0.00,110.0000,0.00,1,FCOIN,"{""pbfactor"":0.8,""widener"":45.5}"
,,,,,,,,,,
DASHUSDT,REAL,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.36,0.06,0.2460,0.38,4,,
DASHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.53,0.11,0.8620,0.59,27,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
DASHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.28,0.51,6.0669,0.16,147,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
DASHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.00,0.00,0.0270,0.00,1,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
DASHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.62,0.20,3.0353,0.84,59,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
DASHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.22,0.19,0.6300,0.27,12,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
DASHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.05,0.13,0.3450,0.08,7,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
DASHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.01,0.01,0.0100,-0.01,2,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
,,,,,,,,,,
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-20.28,20.96,106.4653,-14.25,565,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-20.80,20.86,198.1353,-9.56,1061,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-12.86,13.81,77.3567,-8.48,404,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-19.09,19.09,163.1232,-9.84,873,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-8.54,9.83,44.1669,-6.04,227,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-16.03,16.34,131.3002,-8.59,686,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-4.74,7.23,27.8559,-3.17,149,BINANCE,"{""pbfactor"":0.8,""widener"":10.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-13.00,13.24,102.5128,-7.19,539,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.46,1.56,9.0000,0.06,45,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-6.79,6.79,62.7644,-3.23,331,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
LTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.40,0.70,2.2000,-0.27,11,BINANCE,"{""pbfactor"":0.8,""widener"":20.5}"
,,,,,,,,,,
XRPUSDT,REAL,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-2.58,7.29,12909.4100,0.11,251,,
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-4.38,4.60,12865.4800,-1.69,266,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-10.18,12.27,19626.3100,-6.09,422,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.58,2.12,8011.9300,1.09,165,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-8.20,9.72,11272.3100,-5.84,233,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-1.69,2.60,4424.6600,-0.77,89,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-1.27,2.00,4767.3800,-0.28,93,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-1.18,1.67,2868.8500,-0.58,58,BINANCE,"{""pbfactor"":0.8,""widener"":10.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.69,1.21,2676.5900,-0.13,54,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.50,0.67,1031.7000,-0.29,19,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.43,0.08,558.1700,0.55,13,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.12,0.00,108.6000,0.14,2,BINANCE,"{""pbfactor"":0.8,""widener"":20.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.07,0.00,108.6000,0.09,2,FCOIN,"{""pbfactor"":0.8,""widener"":20.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.15,0.00,108.6000,0.17,2,BINANCE,"{""pbfactor"":0.8,""widener"":25.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.11,0.00,108.6000,0.13,2,FCOIN,"{""pbfactor"":0.8,""widener"":25.5}"
XRPUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,0.13,0.00,108.6000,0.15,2,FCOIN,"{""pbfactor"":0.8,""widener"":30.5}"
,,,,,,,,,,
ETHUSDT,REAL,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.98,5.43,10.4091,0.29,132,,
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-9.72,10.28,23.4349,-6.86,272,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-2.51,4.52,72.7016,6.34,834,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-4.10,5.16,14.3040,-2.36,164,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-6.31,6.35,63.6560,1.44,729,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-3.39,4.31,5.1820,-2.75,59,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-5.14,5.63,53.5388,1.38,612,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-2.86,3.67,3.0500,-2.49,35,BINANCE,"{""pbfactor"":0.8,""widener"":10.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-4.85,4.89,45.1193,0.64,516,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-1.17,1.54,1.3350,-1.00,15,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-3.20,3.20,28.6968,0.29,330,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
ETHUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.24,0.24,0.2670,-0.20,3,BINANCE,"{""pbfactor"":0.8,""widener"":20.5}"
,,,,,,,,,,
BTCUSDT,REAL,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,1.15,2.81,0.5490,3.28,183,,
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-5.50,7.93,1.1885,-0.89,405,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-7.27,9.06,3.1970,5.14,1067,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-3.71,5.62,0.7240,-0.90,245,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-9.00,9.14,2.9600,2.50,989,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.80,2.60,0.3245,0.46,109,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-9.78,9.83,2.6457,0.50,884,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-1.62,3.23,0.1860,-0.90,62,BINANCE,"{""pbfactor"":0.8,""widener"":10.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-8.66,8.66,2.0250,-0.79,677,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-0.41,0.82,0.0510,-0.21,17,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
BTCUSDT,SIM,2019-06-08T00:00:00+08:00,2019-06-09T00:00:00+08:00,-6.24,6.25,1.4890,-0.46,497,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
,,,,,,,,,,
ADAUSDT,REAL,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-1.78,3.44,8648.1678,-1.44,85,,
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-4.60,5.25,5717.6865,-4.38,54,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-2.55,4.65,50106.2220,-0.57,479,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-1.43,2.51,2415.0000,-1.34,22,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-0.97,3.13,34751.7059,0.40,323,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.35,0.00,660.0000,0.37,6,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-0.99,2.55,20793.2098,-0.17,195,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.03,0.00,330.0000,0.05,3,BINANCE,"{""pbfactor"":0.8,""widener"":10.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-0.26,2.78,15991.1595,0.37,151,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.00,0.00,15.2489,0.00,1,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,2.55,1.14,9563.0094,2.93,88,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,1.98,0.78,5554.9372,2.20,53,FCOIN,"{""pbfactor"":0.8,""widener"":20.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,1.11,0.57,3205.4133,1.24,31,FCOIN,"{""pbfactor"":0.8,""widener"":25.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,1.54,0.64,1760.0000,1.61,16,FCOIN,"{""pbfactor"":0.8,""widener"":30.5}"
ADAUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,1.03,0.03,1100.0000,1.07,10,FCOIN,"{""pbfactor"":0.8,""widener"":35.5}"
,,,,,,,,,,
DASHUSDT,REAL,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.42,0.02,0.2460,0.44,4,,
DASHUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.26,0.84,1.2876,0.35,37,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
DASHUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-1.41,2.93,5.2226,-1.04,125,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
DASHUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.14,0.01,0.1280,0.15,7,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
DASHUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.41,0.63,2.0044,0.55,50,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
DASHUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.91,0.30,0.4960,0.94,8,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
DASHUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.62,0.30,0.3930,0.64,7,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
DASHUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,0.00,0.00,0.0620,0.00,1,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
,,,,,,,,,,
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,7.03,5.03,81.3944,11.14,434,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-40.03,40.29,178.2684,-31.04,945,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,15.92,5.06,55.2927,18.71,292,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-33.55,33.84,147.5705,-26.10,796,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,12.16,3.32,31.7559,13.76,165,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-21.86,21.86,114.8395,-16.06,614,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,7.89,2.77,21.6039,8.98,116,BINANCE,"{""pbfactor"":0.8,""widener"":10.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-8.54,8.54,88.9185,-4.05,477,FCOIN,"{""pbfactor"":0.8,""widener"":10.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,5.93,1.02,10.2891,6.45,53,BINANCE,"{""pbfactor"":0.8,""widener"":15.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-2.80,2.89,43.7318,-0.59,229,FCOIN,"{""pbfactor"":0.8,""widener"":15.5}"
LTCUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,1.38,0.00,1.8000,1.47,9,BINANCE,"{""pbfactor"":0.8,""widener"":20.5}"
,,,,,,,,,,
XRPUSDT,REAL,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,2.20,8.97,25792.1000,7.36,492,,
XRPUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-8.20,10.07,25584.1100,-3.08,530,BINANCE,"{""pbfactor"":0.8,""widener"":3.5}"
XRPUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-11.56,11.97,32109.4400,-5.16,659,FCOIN,"{""pbfactor"":0.8,""widener"":3.5}"
XRPUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-6.96,12.40,17679.7700,-3.42,354,BINANCE,"{""pbfactor"":0.8,""widener"":5.5}"
XRPUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-7.72,7.97,22874.2200,-3.16,448,FCOIN,"{""pbfactor"":0.8,""widener"":5.5}"
XRPUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-2.40,8.01,9179.5900,-0.56,184,BINANCE,"{""pbfactor"":0.8,""widener"":8.5}"
XRPUSDT,SIM,2019-06-07T00:00:00+08:00,2019-06-08T00:00:00+08:00,-6.25,7.21,14194.9800,-3.42,283,FCOIN,"{""pbfactor"":0.8,""widener"":8.5}"
